Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38.00,No,Travel_Rarely,833.00,Research & Development,18.00,3.00,Medical,1.00,1766.00,2.00,Male,60.00,1.00,2.00,Healthcare Representative,4.00,Married,5811.00,24539.00,3.00,Y,Yes,16.00,3.00,3.00,80.00,1.00,15.00,2.00,3.00,1.00,0.00,1.00,0.00
43.00,Yes,Travel_Frequently,807.00,Research & Development,17.00,3.00,Technical Degree,1.00,1767.00,3.00,Male,38.00,2.00,1.00,Research Scientist,3.00,Married,2437.00,15587.00,9.00,Y,Yes,16.00,3.00,4.00,80.00,1.00,6.00,4.00,3.00,1.00,0.00,0.00,0.00
42.00,No,Travel_Rarely,855.00,Research & Development,12.00,3.00,Medical,1.00,1768.00,2.00,Male,57.00,3.00,1.00,Laboratory Technician,2.00,Divorced,2766.00,8952.00,8.00,Y,No,22.00,4.00,2.00,80.00,3.00,7.00,6.00,2.00,5.00,3.00,0.00,4.00
55.00,No,Travel_Rarely,478.00,Research & Development,2.00,3.00,Medical,1.00,1770.00,3.00,Male,60.00,2.00,5.00,Research Director,1.00,Married,19038.00,19805.00,8.00,Y,No,12.00,3.00,2.00,80.00,3.00,34.00,2.00,3.00,1.00,0.00,0.00,0.00
33.00,No,Non-Travel,775.00,Research & Development,4.00,3.00,Technical Degree,1.00,1771.00,4.00,Male,90.00,3.00,2.00,Research Scientist,2.00,Divorced,3055.00,6194.00,5.00,Y,No,15.00,3.00,4.00,80.00,2.00,11.00,2.00,2.00,9.00,8.00,1.00,7.00
41.00,No,Travel_Rarely,548.00,Research & Development,9.00,4.00,Life Sciences,1.00,1772.00,3.00,Male,94.00,3.00,1.00,Laboratory Technician,1.00,Divorced,2289.00,20520.00,1.00,Y,No,20.00,4.00,2.00,80.00,2.00,5.00,2.00,3.00,5.00,3.00,0.00,4.00
34.00,No,Non-Travel,1375.00,Sales,10.00,3.00,Life Sciences,1.00,1774.00,4.00,Male,87.00,3.00,2.00,Sales Executive,3.00,Divorced,4001.00,12313.00,1.00,Y,Yes,14.00,3.00,3.00,80.00,1.00,15.00,3.00,3.00,15.00,14.00,0.00,7.00
53.00,No,Non-Travel,661.00,Research & Development,1.00,4.00,Medical,1.00,1775.00,1.00,Female,60.00,2.00,4.00,Manufacturing Director,3.00,Married,12965.00,22308.00,4.00,Y,Yes,20.00,4.00,4.00,80.00,3.00,27.00,2.00,2.00,3.00,2.00,0.00,2.00
43.00,No,Travel_Rarely,244.00,Human Resources,2.00,3.00,Life Sciences,1.00,1778.00,2.00,Male,97.00,3.00,1.00,Human Resources,4.00,Single,3539.00,5033.00,0.00,Y,No,13.00,3.00,2.00,80.00,0.00,10.00,5.00,3.00,9.00,7.00,1.00,8.00
34.00,No,Travel_Rarely,511.00,Sales,3.00,2.00,Life Sciences,1.00,1779.00,4.00,Female,32.00,1.00,2.00,Sales Executive,4.00,Single,6029.00,25353.00,5.00,Y,No,12.00,3.00,1.00,80.00,0.00,6.00,3.00,3.00,2.00,2.00,2.00,2.00
21.00,Yes,Travel_Rarely,337.00,Sales,7.00,1.00,Marketing,1.00,1780.00,2.00,Male,31.00,3.00,1.00,Sales Representative,2.00,Single,2679.00,4567.00,1.00,Y,No,13.00,3.00,2.00,80.00,0.00,1.00,3.00,3.00,1.00,0.00,1.00,0.00
38.00,No,Travel_Rarely,1153.00,Research & Development,6.00,2.00,Other,1.00,1782.00,4.00,Female,40.00,2.00,1.00,Laboratory Technician,3.00,Married,3702.00,16376.00,1.00,Y,No,11.00,3.00,2.00,80.00,1.00,5.00,3.00,3.00,5.00,4.00,0.00,4.00
22.00,Yes,Travel_Rarely,1294.00,Research & Development,8.00,1.00,Medical,1.00,1783.00,3.00,Female,79.00,3.00,1.00,Laboratory Technician,1.00,Married,2398.00,15999.00,1.00,Y,Yes,17.00,3.00,3.00,80.00,0.00,1.00,6.00,3.00,1.00,0.00,0.00,0.00
31.00,No,Travel_Rarely,196.00,Sales,29.00,4.00,Marketing,1.00,1784.00,1.00,Female,91.00,2.00,2.00,Sales Executive,4.00,Married,5468.00,13402.00,1.00,Y,No,14.00,3.00,1.00,80.00,2.00,13.00,3.00,3.00,12.00,7.00,5.00,7.00
51.00,No,Travel_Rarely,942.00,Research & Development,3.00,3.00,Technical Degree,1.00,1786.00,1.00,Female,53.00,3.00,3.00,Manager,3.00,Married,13116.00,22984.00,2.00,Y,No,11.00,3.00,4.00,80.00,0.00,15.00,2.00,3.00,2.00,2.00,2.00,2.00
37.00,No,Travel_Rarely,589.00,Sales,9.00,2.00,Marketing,1.00,1787.00,2.00,Male,46.00,2.00,2.00,Sales Executive,2.00,Married,4189.00,8800.00,1.00,Y,No,14.00,3.00,1.00,80.00,2.00,5.00,2.00,3.00,5.00,2.00,0.00,3.00
46.00,No,Travel_Rarely,734.00,Research & Development,2.00,4.00,Medical,1.00,1789.00,3.00,Male,46.00,3.00,5.00,Research Director,4.00,Divorced,19328.00,14218.00,7.00,Y,Yes,17.00,3.00,3.00,80.00,1.00,24.00,3.00,3.00,2.00,1.00,2.00,2.00
36.00,No,Travel_Rarely,1383.00,Research & Development,10.00,3.00,Life Sciences,1.00,1790.00,4.00,Male,90.00,3.00,3.00,Healthcare Representative,1.00,Married,8321.00,25949.00,7.00,Y,Yes,13.00,3.00,4.00,80.00,1.00,15.00,1.00,3.00,12.00,8.00,5.00,7.00
44.00,Yes,Travel_Frequently,429.00,Research & Development,1.00,2.00,Medical,1.00,1792.00,3.00,Male,99.00,3.00,1.00,Research Scientist,2.00,Divorced,2342.00,11092.00,1.00,Y,Yes,12.00,3.00,3.00,80.00,3.00,6.00,2.00,2.00,5.00,3.00,2.00,3.00
37.00,No,Travel_Rarely,1239.00,Human Resources,8.00,2.00,Other,1.00,1794.00,3.00,Male,89.00,3.00,2.00,Human Resources,2.00,Divorced,4071.00,12832.00,2.00,Y,No,13.00,3.00,3.00,80.00,0.00,19.00,4.00,2.00,10.00,0.00,4.00,7.00
35.00,Yes,Travel_Rarely,303.00,Sales,27.00,3.00,Life Sciences,1.00,1797.00,3.00,Male,84.00,3.00,2.00,Sales Executive,4.00,Single,5813.00,13492.00,1.00,Y,Yes,18.00,3.00,4.00,80.00,0.00,10.00,2.00,3.00,10.00,7.00,7.00,7.00
33.00,No,Travel_Rarely,867.00,Research & Development,8.00,4.00,Life Sciences,1.00,1798.00,4.00,Male,90.00,4.00,1.00,Research Scientist,1.00,Married,3143.00,6076.00,6.00,Y,No,19.00,3.00,2.00,80.00,1.00,14.00,1.00,3.00,10.00,8.00,7.00,6.00
28.00,No,Travel_Rarely,1181.00,Research & Development,1.00,3.00,Life Sciences,1.00,1799.00,3.00,Male,82.00,3.00,1.00,Research Scientist,4.00,Married,2044.00,5531.00,1.00,Y,No,11.00,3.00,3.00,80.00,1.00,5.00,6.00,4.00,5.00,3.00,0.00,3.00
39.00,No,Travel_Rarely,1253.00,Research & Development,10.00,1.00,Medical,1.00,1800.00,3.00,Male,65.00,3.00,3.00,Research Director,3.00,Single,13464.00,7914.00,7.00,Y,No,21.00,4.00,3.00,80.00,0.00,9.00,3.00,3.00,4.00,3.00,2.00,2.00
46.00,No,Non-Travel,849.00,Sales,26.00,2.00,Life Sciences,1.00,1801.00,2.00,Male,98.00,2.00,2.00,Sales Executive,2.00,Single,7991.00,25166.00,8.00,Y,No,15.00,3.00,3.00,80.00,0.00,6.00,3.00,3.00,2.00,2.00,2.00,2.00
40.00,No,Travel_Rarely,616.00,Research & Development,2.00,2.00,Life Sciences,1.00,1802.00,3.00,Female,99.00,3.00,1.00,Laboratory Technician,1.00,Married,3377.00,25605.00,4.00,Y,No,17.00,3.00,4.00,80.00,1.00,7.00,5.00,2.00,4.00,3.00,0.00,2.00
42.00,No,Travel_Rarely,1128.00,Research & Development,13.00,3.00,Medical,1.00,1803.00,2.00,Male,95.00,4.00,2.00,Healthcare Representative,1.00,Married,5538.00,5696.00,5.00,Y,No,18.00,3.00,3.00,80.00,2.00,10.00,2.00,2.00,0.00,0.00,0.00,0.00
35.00,No,Non-Travel,1180.00,Research & Development,2.00,2.00,Medical,1.00,1804.00,2.00,Male,90.00,3.00,2.00,Manufacturing Director,4.00,Divorced,5762.00,24442.00,2.00,Y,No,14.00,3.00,3.00,80.00,1.00,15.00,6.00,3.00,7.00,7.00,1.00,7.00
38.00,No,Non-Travel,1336.00,Human Resources,2.00,3.00,Human Resources,1.00,1805.00,1.00,Male,100.00,3.00,1.00,Human Resources,2.00,Divorced,2592.00,7129.00,5.00,Y,No,13.00,3.00,4.00,80.00,3.00,13.00,3.00,3.00,11.00,10.00,3.00,8.00
34.00,Yes,Travel_Frequently,234.00,Research & Development,9.00,4.00,Life Sciences,1.00,1807.00,4.00,Male,93.00,3.00,2.00,Laboratory Technician,1.00,Married,5346.00,6208.00,4.00,Y,No,17.00,3.00,3.00,80.00,1.00,11.00,3.00,2.00,7.00,1.00,0.00,7.00
37.00,Yes,Travel_Rarely,370.00,Research & Development,10.00,4.00,Medical,1.00,1809.00,4.00,Male,58.00,3.00,2.00,Manufacturing Director,1.00,Single,4213.00,4992.00,1.00,Y,No,15.00,3.00,2.00,80.00,0.00,10.00,4.00,1.00,10.00,3.00,0.00,8.00
39.00,No,Travel_Frequently,766.00,Sales,20.00,3.00,Life Sciences,1.00,1812.00,3.00,Male,83.00,3.00,2.00,Sales Executive,4.00,Divorced,4127.00,19188.00,2.00,Y,No,18.00,3.00,4.00,80.00,1.00,7.00,6.00,3.00,2.00,1.00,2.00,2.00
43.00,No,Non-Travel,343.00,Research & Development,9.00,3.00,Life Sciences,1.00,1813.00,1.00,Male,52.00,3.00,1.00,Research Scientist,3.00,Single,2438.00,24978.00,4.00,Y,No,13.00,3.00,3.00,80.00,0.00,7.00,2.00,2.00,3.00,2.00,1.00,2.00
41.00,No,Travel_Rarely,447.00,Research & Development,5.00,3.00,Life Sciences,1.00,1814.00,2.00,Male,85.00,4.00,2.00,Healthcare Representative,2.00,Single,6870.00,15530.00,3.00,Y,No,12.00,3.00,1.00,80.00,0.00,11.00,3.00,1.00,3.00,2.00,1.00,2.00
41.00,No,Travel_Rarely,796.00,Sales,4.00,1.00,Marketing,1.00,1815.00,3.00,Female,81.00,3.00,3.00,Sales Executive,3.00,Divorced,10447.00,26458.00,0.00,Y,Yes,13.00,3.00,4.00,80.00,1.00,23.00,3.00,4.00,22.00,14.00,13.00,5.00
30.00,No,Travel_Rarely,1092.00,Research & Development,10.00,3.00,Medical,1.00,1816.00,1.00,Female,64.00,3.00,3.00,Manufacturing Director,3.00,Single,9667.00,2739.00,9.00,Y,No,14.00,3.00,2.00,80.00,0.00,9.00,3.00,3.00,7.00,7.00,0.00,2.00
26.00,Yes,Travel_Rarely,920.00,Human Resources,20.00,2.00,Medical,1.00,1818.00,4.00,Female,69.00,3.00,1.00,Human Resources,2.00,Married,2148.00,6889.00,0.00,Y,Yes,11.00,3.00,3.00,80.00,0.00,6.00,3.00,3.00,5.00,1.00,1.00,4.00
46.00,Yes,Travel_Rarely,261.00,Research & Development,21.00,2.00,Medical,1.00,1821.00,4.00,Female,66.00,3.00,2.00,Healthcare Representative,2.00,Married,8926.00,10842.00,4.00,Y,No,22.00,4.00,4.00,80.00,1.00,13.00,2.00,4.00,9.00,7.00,3.00,7.00
40.00,No,Travel_Rarely,1194.00,Research & Development,1.00,3.00,Life Sciences,1.00,1822.00,3.00,Female,52.00,3.00,2.00,Healthcare Representative,4.00,Divorced,6513.00,9060.00,4.00,Y,No,17.00,3.00,4.00,80.00,1.00,12.00,3.00,3.00,5.00,3.00,0.00,3.00
34.00,No,Travel_Rarely,810.00,Sales,8.00,2.00,Technical Degree,1.00,1823.00,2.00,Male,92.00,4.00,2.00,Sales Executive,3.00,Married,6799.00,22128.00,1.00,Y,No,21.00,4.00,3.00,80.00,2.00,10.00,5.00,3.00,10.00,8.00,4.00,8.00
58.00,No,Non-Travel,350.00,Sales,2.00,3.00,Medical,1.00,1824.00,2.00,Male,52.00,3.00,4.00,Manager,2.00,Divorced,16291.00,22577.00,4.00,Y,No,22.00,4.00,4.00,80.00,1.00,37.00,0.00,2.00,16.00,9.00,14.00,14.00
35.00,No,Travel_Rarely,185.00,Research & Development,23.00,4.00,Medical,1.00,1826.00,2.00,Male,91.00,1.00,1.00,Laboratory Technician,3.00,Married,2705.00,9696.00,0.00,Y,No,16.00,3.00,2.00,80.00,1.00,6.00,2.00,4.00,5.00,4.00,0.00,3.00
47.00,No,Travel_Rarely,1001.00,Research & Development,4.00,3.00,Life Sciences,1.00,1827.00,3.00,Female,92.00,2.00,3.00,Manufacturing Director,2.00,Divorced,10333.00,19271.00,8.00,Y,Yes,12.00,3.00,3.00,80.00,1.00,28.00,4.00,3.00,22.00,11.00,14.00,10.00
40.00,No,Travel_Rarely,750.00,Research & Development,12.00,3.00,Life Sciences,1.00,1829.00,2.00,Female,47.00,3.00,2.00,Healthcare Representative,1.00,Divorced,4448.00,10748.00,2.00,Y,No,12.00,3.00,2.00,80.00,1.00,15.00,3.00,3.00,7.00,4.00,7.00,7.00
54.00,No,Travel_Rarely,431.00,Research & Development,7.00,4.00,Medical,1.00,1830.00,4.00,Female,68.00,3.00,2.00,Research Scientist,4.00,Married,6854.00,15696.00,4.00,Y,No,15.00,3.00,2.00,80.00,1.00,14.00,2.00,2.00,7.00,1.00,1.00,7.00
31.00,No,Travel_Frequently,1125.00,Sales,7.00,4.00,Marketing,1.00,1833.00,1.00,Female,68.00,3.00,3.00,Sales Executive,1.00,Married,9637.00,8277.00,2.00,Y,No,14.00,3.00,4.00,80.00,2.00,9.00,3.00,3.00,3.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,1217.00,Research & Development,1.00,3.00,Medical,1.00,1834.00,3.00,Female,67.00,3.00,1.00,Research Scientist,1.00,Married,3591.00,12719.00,1.00,Y,No,25.00,4.00,3.00,80.00,1.00,3.00,3.00,3.00,3.00,2.00,1.00,2.00
38.00,No,Travel_Rarely,723.00,Sales,2.00,4.00,Marketing,1.00,1835.00,2.00,Female,77.00,1.00,2.00,Sales Representative,4.00,Married,5405.00,4244.00,2.00,Y,Yes,20.00,4.00,1.00,80.00,2.00,20.00,4.00,2.00,4.00,2.00,0.00,3.00
26.00,No,Travel_Rarely,572.00,Sales,10.00,3.00,Medical,1.00,1836.00,3.00,Male,46.00,3.00,2.00,Sales Executive,4.00,Single,4684.00,9125.00,1.00,Y,No,13.00,3.00,1.00,80.00,0.00,5.00,4.00,3.00,5.00,3.00,1.00,2.00
58.00,No,Travel_Frequently,1216.00,Research & Development,15.00,4.00,Life Sciences,1.00,1837.00,1.00,Male,87.00,3.00,4.00,Research Director,3.00,Married,15787.00,21624.00,2.00,Y,Yes,14.00,3.00,2.00,80.00,0.00,23.00,3.00,3.00,2.00,2.00,2.00,2.00
18.00,No,Non-Travel,1431.00,Research & Development,14.00,3.00,Medical,1.00,1839.00,2.00,Female,33.00,3.00,1.00,Research Scientist,3.00,Single,1514.00,8018.00,1.00,Y,No,16.00,3.00,3.00,80.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
31.00,Yes,Travel_Rarely,359.00,Human Resources,18.00,5.00,Human Resources,1.00,1842.00,4.00,Male,89.00,4.00,1.00,Human Resources,1.00,Married,2956.00,21495.00,0.00,Y,No,17.00,3.00,3.00,80.00,0.00,2.00,4.00,3.00,1.00,0.00,0.00,0.00
29.00,Yes,Travel_Rarely,350.00,Human Resources,13.00,3.00,Human Resources,1.00,1844.00,1.00,Male,56.00,2.00,1.00,Human Resources,1.00,Divorced,2335.00,3157.00,4.00,Y,Yes,15.00,3.00,4.00,80.00,3.00,4.00,3.00,3.00,2.00,2.00,2.00,0.00
45.00,No,Non-Travel,589.00,Sales,2.00,4.00,Life Sciences,1.00,1845.00,3.00,Female,67.00,3.00,2.00,Sales Executive,3.00,Married,5154.00,19665.00,4.00,Y,No,22.00,4.00,2.00,80.00,2.00,10.00,3.00,4.00,8.00,7.00,5.00,7.00
36.00,No,Travel_Rarely,430.00,Research & Development,2.00,4.00,Other,1.00,1847.00,4.00,Female,73.00,3.00,2.00,Research Scientist,2.00,Married,6962.00,19573.00,4.00,Y,Yes,22.00,4.00,4.00,80.00,1.00,15.00,2.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,1422.00,Sales,2.00,4.00,Life Sciences,1.00,1849.00,1.00,Male,92.00,3.00,2.00,Sales Executive,4.00,Married,5675.00,19246.00,1.00,Y,No,20.00,4.00,3.00,80.00,1.00,7.00,5.00,3.00,7.00,7.00,7.00,7.00
27.00,No,Travel_Frequently,1297.00,Research & Development,5.00,2.00,Life Sciences,1.00,1850.00,4.00,Female,53.00,3.00,1.00,Laboratory Technician,4.00,Single,2379.00,19826.00,0.00,Y,Yes,14.00,3.00,3.00,80.00,0.00,6.00,3.00,2.00,5.00,4.00,0.00,2.00
29.00,No,Travel_Frequently,574.00,Research & Development,20.00,1.00,Medical,1.00,1852.00,4.00,Male,40.00,3.00,1.00,Laboratory Technician,4.00,Married,3812.00,7003.00,1.00,Y,No,13.00,3.00,2.00,80.00,0.00,11.00,3.00,4.00,11.00,8.00,3.00,10.00
32.00,No,Travel_Frequently,1318.00,Sales,10.00,4.00,Marketing,1.00,1853.00,4.00,Male,79.00,3.00,2.00,Sales Executive,4.00,Single,4648.00,26075.00,8.00,Y,No,13.00,3.00,3.00,80.00,0.00,4.00,2.00,4.00,0.00,0.00,0.00,0.00
42.00,No,Non-Travel,355.00,Research & Development,10.00,4.00,Technical Degree,1.00,1854.00,3.00,Male,38.00,3.00,1.00,Research Scientist,3.00,Married,2936.00,6161.00,3.00,Y,No,22.00,4.00,2.00,80.00,2.00,10.00,1.00,2.00,6.00,3.00,3.00,3.00
47.00,No,Travel_Rarely,207.00,Research & Development,9.00,4.00,Life Sciences,1.00,1856.00,2.00,Female,64.00,3.00,1.00,Laboratory Technician,3.00,Single,2105.00,5411.00,4.00,Y,No,12.00,3.00,3.00,80.00,0.00,7.00,2.00,3.00,2.00,2.00,2.00,0.00
46.00,No,Travel_Rarely,706.00,Research & Development,2.00,2.00,Life Sciences,1.00,1857.00,4.00,Male,82.00,3.00,3.00,Manufacturing Director,4.00,Divorced,8578.00,19989.00,3.00,Y,No,14.00,3.00,3.00,80.00,1.00,12.00,4.00,2.00,9.00,8.00,4.00,7.00
28.00,No,Non-Travel,280.00,Human Resources,1.00,2.00,Life Sciences,1.00,1858.00,3.00,Male,43.00,3.00,1.00,Human Resources,4.00,Divorced,2706.00,10494.00,1.00,Y,No,15.00,3.00,2.00,80.00,1.00,3.00,2.00,3.00,3.00,2.00,2.00,2.00
29.00,No,Travel_Rarely,726.00,Research & Development,29.00,1.00,Life Sciences,1.00,1859.00,4.00,Male,93.00,1.00,2.00,Healthcare Representative,3.00,Divorced,6384.00,21143.00,8.00,Y,No,17.00,3.00,4.00,80.00,2.00,11.00,3.00,3.00,7.00,0.00,1.00,6.00
42.00,No,Travel_Rarely,1142.00,Research & Development,8.00,3.00,Life Sciences,1.00,1860.00,4.00,Male,81.00,3.00,1.00,Laboratory Technician,3.00,Single,3968.00,13624.00,4.00,Y,No,13.00,3.00,4.00,80.00,0.00,8.00,3.00,3.00,0.00,0.00,0.00,0.00
32.00,Yes,Travel_Rarely,414.00,Sales,2.00,4.00,Marketing,1.00,1862.00,3.00,Male,82.00,2.00,2.00,Sales Executive,2.00,Single,9907.00,26186.00,7.00,Y,Yes,12.00,3.00,3.00,80.00,0.00,7.00,3.00,2.00,2.00,2.00,2.00,2.00
46.00,No,Travel_Rarely,1319.00,Sales,3.00,3.00,Technical Degree,1.00,1863.00,1.00,Female,45.00,4.00,4.00,Sales Executive,1.00,Divorced,13225.00,7739.00,2.00,Y,No,12.00,3.00,4.00,80.00,1.00,25.00,5.00,3.00,19.00,17.00,2.00,8.00
27.00,No,Travel_Rarely,728.00,Sales,23.00,1.00,Medical,1.00,1864.00,2.00,Female,36.00,2.00,2.00,Sales Representative,3.00,Married,3540.00,7018.00,1.00,Y,No,21.00,4.00,4.00,80.00,1.00,9.00,5.00,3.00,9.00,8.00,5.00,8.00
29.00,No,Travel_Rarely,352.00,Human Resources,6.00,1.00,Medical,1.00,1865.00,4.00,Male,87.00,2.00,1.00,Human Resources,2.00,Married,2804.00,15434.00,1.00,Y,No,11.00,3.00,4.00,80.00,0.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Rarely,823.00,Research & Development,6.00,3.00,Medical,1.00,1866.00,1.00,Female,81.00,2.00,5.00,Manager,3.00,Married,19392.00,22539.00,7.00,Y,No,13.00,3.00,4.00,80.00,0.00,21.00,2.00,3.00,16.00,12.00,6.00,14.00
48.00,No,Travel_Rarely,1224.00,Research & Development,10.00,3.00,Life Sciences,1.00,1867.00,4.00,Male,91.00,2.00,5.00,Research Director,2.00,Married,19665.00,13583.00,4.00,Y,No,12.00,3.00,4.00,80.00,0.00,29.00,3.00,3.00,22.00,10.00,12.00,9.00
29.00,Yes,Travel_Frequently,459.00,Research & Development,24.00,2.00,Life Sciences,1.00,1868.00,4.00,Male,73.00,2.00,1.00,Research Scientist,4.00,Single,2439.00,14753.00,1.00,Y,Yes,24.00,4.00,2.00,80.00,0.00,1.00,3.00,2.00,1.00,0.00,1.00,0.00
46.00,Yes,Travel_Rarely,1254.00,Sales,10.00,3.00,Life Sciences,1.00,1869.00,3.00,Female,64.00,3.00,3.00,Sales Executive,2.00,Married,7314.00,14011.00,5.00,Y,No,21.00,4.00,3.00,80.00,3.00,14.00,2.00,3.00,8.00,7.00,0.00,7.00
27.00,No,Travel_Frequently,1131.00,Research & Development,15.00,3.00,Life Sciences,1.00,1870.00,4.00,Female,77.00,2.00,1.00,Research Scientist,1.00,Married,4774.00,23844.00,0.00,Y,No,19.00,3.00,4.00,80.00,1.00,8.00,2.00,2.00,7.00,6.00,7.00,3.00
39.00,No,Travel_Rarely,835.00,Research & Development,19.00,4.00,Other,1.00,1871.00,4.00,Male,41.00,3.00,2.00,Research Scientist,4.00,Divorced,3902.00,5141.00,8.00,Y,No,14.00,3.00,2.00,80.00,3.00,7.00,2.00,3.00,2.00,2.00,2.00,2.00
55.00,No,Travel_Rarely,836.00,Research & Development,2.00,4.00,Technical Degree,1.00,1873.00,2.00,Male,98.00,2.00,1.00,Research Scientist,4.00,Married,2662.00,7975.00,8.00,Y,No,20.00,4.00,2.00,80.00,1.00,19.00,2.00,4.00,5.00,2.00,0.00,4.00
28.00,No,Travel_Rarely,1172.00,Sales,3.00,3.00,Medical,1.00,1875.00,2.00,Female,78.00,3.00,1.00,Sales Representative,2.00,Married,2856.00,3692.00,1.00,Y,No,19.00,3.00,4.00,80.00,1.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
30.00,Yes,Travel_Rarely,945.00,Sales,9.00,3.00,Medical,1.00,1876.00,2.00,Male,89.00,3.00,1.00,Sales Representative,4.00,Single,1081.00,16019.00,1.00,Y,No,13.00,3.00,3.00,80.00,0.00,1.00,3.00,2.00,1.00,0.00,0.00,0.00
22.00,Yes,Travel_Rarely,391.00,Research & Development,7.00,1.00,Life Sciences,1.00,1878.00,4.00,Male,75.00,3.00,1.00,Research Scientist,2.00,Single,2472.00,26092.00,1.00,Y,Yes,23.00,4.00,1.00,80.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
36.00,No,Travel_Rarely,1266.00,Sales,10.00,4.00,Technical Degree,1.00,1880.00,2.00,Female,63.00,2.00,2.00,Sales Executive,3.00,Married,5673.00,6060.00,1.00,Y,Yes,13.00,3.00,1.00,80.00,1.00,10.00,4.00,3.00,10.00,9.00,1.00,7.00
31.00,No,Travel_Rarely,311.00,Research & Development,20.00,3.00,Life Sciences,1.00,1881.00,2.00,Male,89.00,3.00,2.00,Laboratory Technician,3.00,Divorced,4197.00,18624.00,1.00,Y,No,11.00,3.00,1.00,80.00,1.00,10.00,2.00,3.00,10.00,8.00,0.00,2.00
34.00,No,Travel_Rarely,1480.00,Sales,4.00,3.00,Life Sciences,1.00,1882.00,3.00,Male,64.00,3.00,3.00,Sales Executive,4.00,Married,9713.00,24444.00,2.00,Y,Yes,13.00,3.00,4.00,80.00,3.00,9.00,3.00,3.00,5.00,3.00,1.00,0.00
29.00,No,Travel_Rarely,592.00,Research & Development,7.00,3.00,Life Sciences,1.00,1883.00,4.00,Male,59.00,3.00,1.00,Laboratory Technician,1.00,Single,2062.00,19384.00,3.00,Y,No,14.00,3.00,2.00,80.00,0.00,11.00,2.00,3.00,3.00,2.00,1.00,2.00
37.00,No,Travel_Rarely,783.00,Research & Development,7.00,4.00,Medical,1.00,1885.00,4.00,Male,78.00,3.00,2.00,Research Scientist,1.00,Married,4284.00,13588.00,5.00,Y,Yes,22.00,4.00,3.00,80.00,1.00,16.00,2.00,3.00,5.00,3.00,0.00,4.00
35.00,No,Travel_Rarely,219.00,Research & Development,16.00,2.00,Other,1.00,1886.00,4.00,Female,44.00,2.00,2.00,Manufacturing Director,2.00,Married,4788.00,25388.00,0.00,Y,Yes,11.00,3.00,4.00,80.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,2.00
45.00,No,Travel_Rarely,556.00,Research & Development,25.00,2.00,Life Sciences,1.00,1888.00,2.00,Female,93.00,2.00,2.00,Manufacturing Director,4.00,Married,5906.00,23888.00,0.00,Y,No,13.00,3.00,4.00,80.00,2.00,10.00,2.00,2.00,9.00,8.00,3.00,8.00
36.00,No,Travel_Frequently,1213.00,Human Resources,2.00,1.00,Human Resources,1.00,1890.00,2.00,Male,94.00,2.00,2.00,Human Resources,4.00,Single,3886.00,4223.00,1.00,Y,No,21.00,4.00,4.00,80.00,0.00,10.00,2.00,2.00,10.00,1.00,0.00,8.00
40.00,No,Travel_Rarely,1137.00,Research & Development,1.00,4.00,Life Sciences,1.00,1892.00,1.00,Male,98.00,3.00,4.00,Manager,1.00,Divorced,16823.00,18991.00,2.00,Y,No,11.00,3.00,1.00,80.00,1.00,22.00,3.00,3.00,19.00,7.00,11.00,16.00
26.00,No,Travel_Rarely,482.00,Research & Development,1.00,2.00,Life Sciences,1.00,1893.00,2.00,Female,90.00,2.00,1.00,Research Scientist,3.00,Married,2933.00,14908.00,1.00,Y,Yes,13.00,3.00,3.00,80.00,1.00,1.00,3.00,2.00,1.00,0.00,1.00,0.00
27.00,No,Travel_Rarely,511.00,Sales,2.00,2.00,Medical,1.00,1898.00,1.00,Female,89.00,4.00,2.00,Sales Executive,3.00,Single,6500.00,26997.00,0.00,Y,No,14.00,3.00,2.00,80.00,0.00,9.00,5.00,2.00,8.00,7.00,0.00,7.00
48.00,No,Travel_Frequently,117.00,Research & Development,22.00,3.00,Medical,1.00,1900.00,4.00,Female,58.00,3.00,4.00,Manager,4.00,Divorced,17174.00,2437.00,3.00,Y,No,11.00,3.00,2.00,80.00,1.00,24.00,3.00,3.00,22.00,17.00,4.00,7.00
44.00,No,Travel_Rarely,170.00,Research & Development,1.00,4.00,Life Sciences,1.00,1903.00,2.00,Male,78.00,4.00,2.00,Healthcare Representative,1.00,Married,5033.00,9364.00,2.00,Y,No,15.00,3.00,4.00,80.00,1.00,10.00,5.00,3.00,2.00,0.00,2.00,2.00
